customer,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,emailsclick,avgorder,ordfreq,paperless,refill,doorstep,favday,city
26334,1,03/02/2014,03/02/2014,03/02/2014,39,53.84615385,0.0,0,26.9,0.0,0,0,0,Wednesday,DEL
26335,0,17/11/2015,17/11/2015,17/11/2015,0,0.0,0.0,0,55.13,0.0,0,0,0,Friday,BOM
26336,1,06/11/2015,06/11/2015,06/11/2015,16,0.0,0.0,0,51.81,0.0,0,0,0,Thursday,BOM
26337,0,06/01/2015,06/01/2015,06/01/2015,0,0.0,0.0,0,100.0,0.0,0,0,0,Thursday,BOM
26338,1,12/06/2016,13/06/2016,16/12/2017,51,11.76470588,0.03921568627,0,62.28,0.007259528,1,0,0,Tuesday,BOM
26339,1,05/08/2016,05/08/2016,05/08/2016,44,4.545454545,0.02272727273,0,51.84,0.0,0,0,0,Monday,BOM
26340,1,02/08/2016,15/11/2017,17/01/2018,47,25.53191489,0.1276595745,1,142.37,0.063492063,1,0,1,Friday,BOM
26341,1,29/01/2016,31/01/2016,31/01/2016,17,0.0,0.0,0,134.1,0.0,0,0,0,Thursday,DEL
26342,1,02/02/2015,02/02/2015,18/11/2015,16,0.0,0.0,0,141.42,0.006920415,0,0,0,Tuesday,BOM
26343,1,21/04/2017,15/10/2017,15/10/2017,25,92.0,0.04,0,58.34,0.0,1,0,0,Wednesday,BOM
26344,0,26/08/2014,22/04/2015,07/06/2015,0,0.0,0.0,0,105.01,0.326086957,0,0,0,Monday,DEL
26345,0,03/11/2014,24/12/2014,24/12/2014,0,0.0,0.0,0,23.92,0.0,0,0,0,Thursday,DEL
26346,0,27/10/2015,14/11/2015,14/11/2015,0,0.0,0.0,0,54.08,0.0,0,0,0,Friday,BOM
26347,1,29/08/2016,17/10/2016,17/10/2016,45,4.444444444,0.0,0,59.6,0.0,0,0,0,Thursday,MAA
26348,1,26/05/2017,01/08/2017,01/08/2017,44,31.81818182,0.0,0,29.25,0.0,1,0,0,Thursday,BLR
26349,1,14/05/2015,18/05/2015,07/12/2016,42,23.80952381,0.11904761900000001,1,52.04,0.007029877,0,0,0,Thursday,BOM
26350,1,13/07/2014,14/07/2014,01/09/2014,16,0.0,0.0,0,38.83,0.06122449,0,0,0,Tuesday,DEL
26351,1,08/06/2016,09/06/2016,07/09/2016,47,0.0,0.0,0,79.73,0.088888889,0,0,0,Friday,BOM
26352,1,30/06/2015,30/06/2015,30/08/2017,46,4.347826087,0.021739130430000003,0,40.43,0.002525253,0,0,0,Thursday,MAA
26353,0,30/09/2014,01/10/2014,01/10/2014,0,0.0,0.0,0,75.02,0.0,0,0,0,Thursday,BOM
26354,1,15/11/2015,15/11/2015,15/11/2015,16,0.0,0.0,0,50.58,0.0,0,0,0,Wednesday,BOM
26355,1,28/09/2014,10/08/2015,21/10/2015,16,0.0,0.0,0,67.41,0.027777778,0,0,0,Wednesday,DEL
26356,0,29/08/2016,17/08/2016,24/08/2016,0,0.0,0.0,0,40.0,0.285714286,0,0,0,Sunday,MAA
26357,0,10/05/2015,10/05/2015,25/07/2015,0,0.0,0.0,0,43.43,0.026315789,0,0,0,Tuesday,DEL
26358,0,23/10/2013,13/03/2014,31/10/2017,0,0.0,0.0,0,47.36,0.004518072,1,1,0,Wednesday,DEL
26359,0,21/12/2014,21/12/2014,21/12/2014,0,0.0,0.0,0,106.79,0.0,0,0,0,Monday,DEL
26360,0,11/05/2016,16/05/2016,27/06/2016,0,0.0,0.0,0,83.47,0.071428571,0,0,0,Wednesday,DEL
26361,1,30/12/2014,21/01/2015,04/12/2016,47,2.127659574,0.0,0,93.96,0.005856515,0,0,0,Wednesday,DEL
26362,0,16/09/2016,30/09/2016,08/10/2016,0,0.0,0.0,0,65.61,0.25,0,0,0,Tuesday,MAA
26363,1,14/11/2015,16/11/2015,23/09/2017,31,100.0,0.7419354839000001,1,22.85,0.005908419,0,0,0,Thursday,BOM
26364,1,29/08/2016,03/01/2018,17/01/2018,17,52.94117647,0.4705882353,1,100.61,0.214285714,1,1,1,Friday,MAA
26365,1,23/04/2016,23/04/2016,23/04/2016,45,0.0,0.0,0,35.15,0.0,0,0,0,Tuesday,BOM
26366,1,01/10/2014,16/10/2014,16/10/2014,45,2.222222222,0.0,0,41.2,0.0,0,0,0,Friday,DEL
26367,1,05/08/2015,06/08/2015,07/01/2016,38,7.894736842,0.0,0,92.1,0.051948052,0,0,0,Friday,BOM
26368,1,10/11/2015,10/11/2015,10/11/2015,16,0.0,0.0,0,24.07,0.0,0,0,0,Thursday,BOM
26369,1,28/03/2015,08/12/2015,08/12/2015,46,2.173913043,0.0,0,51.65,0.0,0,0,0,Friday,BOM
26370,0,21/04/2017,24/11/2017,24/11/2017,0,0.0,0.0,0,76.94,0.0,0,0,0,Wednesday,MAA
26371,1,06/06/2016,06/06/2016,06/06/2016,45,4.444444444,0.02222222222,0,36.24,0.0,1,0,0,Wednesday,BOM
26372,1,15/06/2015,15/06/2015,15/06/2015,43,11.62790698,0.04651162791,0,53.49,0.0,0,0,0,Wednesday,BOM
26373,1,24/01/2015,29/03/2015,01/06/2015,47,2.127659574,0.02127659574,0,32.87,0.0625,0,0,0,Monday,BOM
26374,1,18/04/2016,09/11/2016,09/11/2016,40,40.0,0.0,0,51.25,0.0,0,0,0,Thursday,BOM
26375,0,29/02/2016,02/03/2016,10/03/2016,0,0.0,0.0,0,40.52,0.25,1,0,0,Friday,DEL
26376,1,14/07/2013,06/08/2013,06/08/2013,47,10.63829787,0.0,0,37.17,0.0,0,0,0,Friday,DEL
26377,0,13/04/2015,13/04/2015,03/08/2015,0,0.0,0.0,0,97.47,0.017857143,0,0,0,Wednesday,DEL
26378,1,05/04/2014,05/04/2014,05/04/2014,30,90.0,0.06666666667,0,75.41,0.0,0,0,0,Monday,DEL
26379,0,24/02/2015,15/03/2015,10/06/2015,0,0.0,0.0,0,100.0,0.057471264,0,0,0,Friday,DEL
26380,0,29/08/2016,20/09/2017,20/09/2017,0,0.0,0.0,0,40.0,0.0,0,0,0,Monday,MAA
26381,0,23/06/2016,03/07/2016,06/11/2017,0,0.0,0.0,0,67.79,0.00814664,0,0,0,Monday,BOM
26382,1,26/06/2017,24/07/2017,03/09/2017,28,92.85714286,0.1071428571,1,31.55,0.048780488,1,0,0,Wednesday,DEL
26383,0,01/05/2016,02/05/2016,02/05/2016,0,0.0,0.0,0,103.74,0.0,0,0,0,Wednesday,DEL
26384,0,16/11/2015,17/11/2015,17/11/2015,0,0.0,0.0,0,50.16,0.0,0,0,0,Friday,BOM
26385,1,14/05/2015,28/05/2015,28/05/2015,39,76.92307692,0.025641025640000002,0,50.36,0.0,0,0,0,Friday,BOM
26386,0,29/08/2016,01/08/2016,01/08/2016,0,0.0,0.0,0,44.79,0.0,0,0,0,Thursday,MAA
26387,0,14/05/2015,14/05/2015,28/07/2016,33,27.27272727,0.06060606061,0,81.03,0.004535147,0,0,0,Thursday,BOM
26388,0,20/05/2015,11/08/2015,11/08/2015,0,0.0,0.0,0,51.41,0.0,0,0,0,Thursday,BOM
26389,0,29/08/2016,28/09/2016,28/09/2016,0,0.0,0.0,0,59.98,0.0,1,0,0,Sunday,MAA
26390,1,11/06/2016,11/06/2016,06/09/2016,45,4.444444444,0.02222222222,0,85.64,0.034482759,0,0,0,Tuesday,BOM
26391,1,24/01/2015,04/05/2015,30/08/2015,18,0.0,0.0,0,126.64,0.169491525,0,0,0,Monday,DEL
26392,0,14/05/2015,13/09/2015,04/10/2015,0,0.0,0.0,0,94.23,0.095238095,0,0,0,Tuesday,BOM
26393,1,12/06/2017,13/07/2017,09/11/2017,50,6.0,0.0,0,71.39,0.050420168,1,0,0,Monday,MAA
26394,1,03/06/2016,04/06/2016,08/07/2016,45,2.222222222,0.0,0,81.91,0.088235294,0,0,0,Monday,DEL
26395,1,29/08/2016,21/07/2016,24/08/2016,38,0.0,0.0,0,126.01,0.117647059,0,0,0,Sunday,MAA
26396,0,11/10/2015,14/10/2015,05/11/2015,3,0.0,0.0,0,37.76,0.090909091,0,0,0,Friday,BOM
26397,0,26/10/2014,26/10/2014,03/10/2016,0,0.0,0.0,0,50.72,0.011299435,0,0,0,Tuesday,DEL
26398,0,07/03/2015,14/04/2015,23/07/2015,0,0.0,0.0,0,90.32,0.04,0,0,0,Friday,BOM
26399,1,23/09/2016,29/09/2016,29/09/2016,44,11.36363636,0.04545454545,0,49.79,0.0,0,0,0,Tuesday,MAA
26400,1,08/11/2015,08/11/2015,12/11/2017,49,10.20408163,0.020408163269999998,0,183.15,0.010884354,0,0,0,Tuesday,BOM
26401,0,25/08/2015,25/08/2015,25/08/2015,0,0.0,0.0,0,27.98,0.0,0,0,0,Thursday,DEL
26402,0,05/11/2013,05/11/2013,05/11/2013,0,0.0,0.0,0,37.26,0.0,0,0,0,Wednesday,DEL
26403,1,16/11/2015,16/11/2015,16/11/2015,44,13.63636364,0.06818181818,0,63.15,0.0,0,0,0,Tuesday,BOM
26404,1,12/02/2014,12/02/2014,24/09/2017,44,15.90909091,0.09090909091,1,46.85,0.002272727,0,0,0,Tuesday,DEL
26405,1,27/07/2016,30/07/2016,30/07/2016,43,6.976744186,0.02325581395,0,50.24,0.0,0,0,0,Thursday,BOM
26406,1,10/02/2015,10/02/2015,10/02/2015,43,13.95348837,0.0,0,115.32,0.0,0,0,0,Monday,DEL
26407,0,15/02/2014,15/02/2014,15/02/2014,0,0.0,0.0,0,49.85,0.0,0,0,0,Monday,DEL
26408,0,29/08/2016,09/09/2017,09/09/2017,0,0.0,0.0,0,51.04,0.0,0,0,0,Wednesday,MAA
26409,0,10/06/2017,19/07/2017,19/07/2017,1,100.0,0.0,0,50.51,0.0,1,0,0,Monday,MAA
26410,0,29/10/2015,15/11/2015,15/11/2015,14,7.142857143,0.0,0,50.97,0.0,0,0,0,Monday,DEL
26411,1,07/08/2016,22/08/2016,22/08/2016,45,0.0,0.0,0,52.19,0.0,0,0,0,Tuesday,BOM
26412,0,30/08/2014,15/11/2015,15/11/2015,0,0.0,0.0,0,52.03,0.0,0,0,0,Wednesday,DEL
26413,0,19/10/2015,01/08/2016,01/08/2016,0,0.0,0.0,0,81.92,0.0,0,0,0,Tuesday,BOM
26414,1,09/01/2016,09/01/2016,09/01/2016,16,0.0,0.0,0,96.31,0.0,0,0,0,Monday,BOM
26415,0,17/08/2014,13/07/2015,13/07/2015,0,0.0,0.0,0,44.34,0.0,0,0,0,Thursday,DEL
26416,1,31/07/2015,04/08/2015,04/08/2015,44,13.63636364,0.04545454545,0,52.83,0.0,0,0,0,Friday,BOM
26417,0,13/05/2015,18/12/2017,18/12/2017,3,100.0,0.6666666667,1,110.86,0.0,0,0,0,Friday,BOM
26418,1,29/08/2016,05/09/2016,05/09/2016,36,0.0,0.0,0,24.01,0.0,0,0,0,Sunday,MAA
26419,1,01/05/2014,22/06/2014,22/06/2014,16,0.0,0.0,0,30.32,0.0,0,0,0,Tuesday,DEL
26420,1,15/03/2016,15/03/2016,15/03/2016,43,13.95348837,0.0,0,53.47,0.0,0,0,0,Thursday,BOM
26421,0,07/05/2014,07/05/2014,07/05/2014,0,0.0,0.0,0,30.21,0.0,0,0,0,Friday,DEL
26422,1,09/03/2015,10/03/2015,12/04/2015,45,0.0,0.0,0,81.4,0.060606061,0,0,0,Wednesday,DEL
26423,1,09/07/2016,25/08/2016,25/08/2016,41,24.3902439,0.0,0,418.82,0.0,0,0,0,Friday,DEL
26424,1,22/06/2017,18/07/2017,18/07/2017,42,21.42857143,0.0,0,46.03,0.0,1,0,0,Monday,BOM
26425,1,07/02/2015,11/02/2015,25/03/2015,18,0.0,0.0,0,51.11,0.166666667,0,0,0,Thursday,DEL
26426,0,31/08/2015,07/09/2015,07/09/2015,0,0.0,0.0,0,75.1,0.0,0,0,0,Tuesday,DEL
26427,0,22/12/2014,22/12/2014,22/12/2014,0,0.0,0.0,0,79.36,0.0,0,0,0,Thursday,DEL
26428,0,15/07/2014,07/08/2014,11/07/2016,0,0.0,0.0,0,77.06,0.083806818,0,0,0,Monday,DEL
26429,1,16/04/2017,30/12/2017,30/12/2017,46,36.95652174,0.04347826086999999,0,35.57,0.0,0,0,0,Monday,BOM
26430,0,04/04/2016,04/04/2016,15/05/2016,0,0.0,0.0,0,25.82,0.146341463,1,0,0,Friday,BOM
26431,0,24/09/2014,24/09/2014,30/09/2014,0,0.0,0.0,0,44.87,0.333333333,0,0,0,Thursday,DEL
26432,1,29/08/2016,21/07/2016,21/07/2016,31,32.25806452,0.0,0,31.29,0.0,0,0,0,Sunday,MAA
26433,1,02/02/2016,09/10/2017,09/10/2017,32,31.25,0.09375,1,51.25,0.0,0,0,0,Wednesday,DEL
26434,0,02/06/2014,11/12/2014,28/12/2014,0,0.0,0.0,0,14.33,0.764705882,0,0,0,Tuesday,BOM
26435,1,31/05/2015,01/06/2015,23/05/2016,47,0.0,0.0,0,67.0,0.036414566,1,0,0,Tuesday,BOM
26436,1,13/09/2015,13/09/2015,08/12/2016,41,41.46341463,0.0243902439,0,95.07,0.022123894,1,0,0,Friday,BOM
26437,1,06/04/2016,12/04/2016,26/04/2016,45,4.444444444,0.0,0,60.32,0.142857143,0,0,0,Thursday,DEL
26438,0,21/05/2015,21/05/2015,21/05/2015,0,0.0,0.0,0,50.89,0.0,0,0,0,Tuesday,BOM
26439,0,18/05/2015,18/05/2015,18/05/2015,0,0.0,0.0,0,75.42,0.0,0,0,0,Tuesday,DEL
26440,1,14/05/2015,15/06/2015,14/10/2015,16,0.0,0.0,0,50.83,0.016528926,0,0,0,Tuesday,BOM
26441,1,19/09/2014,08/11/2014,08/11/2014,16,0.0,0.0,0,3.06,0.0,0,0,0,Thursday,DEL
26442,0,28/10/2014,03/02/2015,08/09/2015,0,0.0,0.0,0,67.53,0.059907834,0,0,0,Wednesday,DEL
26443,1,07/09/2016,20/09/2016,20/09/2016,44,6.818181818,0.0,0,88.22,0.0,0,0,0,Thursday,MAA
26444,1,22/06/2015,28/06/2015,20/11/2015,18,0.0,0.0,0,113.11,0.027586207,0,0,0,Monday,BOM
26445,1,25/06/2017,01/10/2017,01/10/2017,36,0.0,0.0,0,29.36,0.0,1,0,0,Tuesday,MAA
26446,0,24/03/2014,23/09/2014,01/06/2015,0,0.0,0.0,0,121.77,0.027888446,0,0,0,Thursday,DEL
26447,0,29/08/2016,16/11/2016,16/11/2016,0,0.0,0.0,0,150.0,0.0,0,0,0,Tuesday,MAA
26448,0,11/11/2013,11/11/2013,10/11/2015,0,0.0,0.0,0,37.94,0.002743484,0,0,0,Friday,DEL
26449,1,18/01/2016,26/08/2017,10/09/2017,29,79.31034483,0.1034482759,1,98.96,0.133333333,1,0,0,Tuesday,DEL
26450,1,14/05/2015,19/05/2015,19/05/2015,32,100.0,0.0,0,73.3,0.0,0,0,0,Thursday,BOM
26451,1,08/11/2015,24/05/2016,24/05/2016,45,0.0,0.0,0,22.32,0.0,0,0,0,Wednesday,DEL
26452,0,09/09/2016,12/09/2016,28/11/2016,0,0.0,0.0,0,89.78,0.064935065,1,0,0,Wednesday,MAA
26453,1,23/11/2015,23/11/2015,19/12/2017,53,20.75471698,0.056603773579999996,0,76.07,0.007926024,0,0,0,Wednesday,DEL
26454,1,10/11/2016,12/11/2016,12/11/2016,45,0.0,0.0,0,93.33,0.0,0,0,0,Tuesday,MAA
26455,1,16/05/2016,16/05/2016,16/05/2016,45,0.0,0.0,0,58.3,0.0,0,0,0,Friday,BOM
26456,0,04/11/2015,02/02/2016,12/04/2016,0,0.0,0.0,0,70.25,0.028571429,0,0,0,Thursday,BOM
26457,0,06/11/2015,07/11/2015,07/11/2015,0,0.0,0.0,0,33.83,0.0,1,0,0,Tuesday,BOM
26458,1,30/04/2015,06/06/2015,14/06/2015,36,69.44444444,0.0,0,53.93,0.25,0,0,0,Monday,DEL
26459,1,19/05/2014,19/05/2014,23/10/2016,47,4.255319149,0.0,0,66.26,0.004504505,0,0,0,Monday,DEL
26460,0,04/04/2015,04/04/2015,15/08/2016,0,0.0,0.0,0,53.8,0.032064128,0,0,0,Tuesday,DEL
26461,0,27/10/2013,31/03/2014,07/05/2014,0,0.0,0.0,0,37.77,0.324324324,0,0,0,Thursday,DEL
26462,1,18/05/2016,18/05/2016,07/12/2016,45,0.0,0.0,0,81.89,0.014778325,0,0,0,Friday,DEL
26463,1,12/04/2015,05/05/2015,15/07/2015,18,0.0,0.0,0,53.85,0.112676056,0,0,0,Tuesday,DEL
26464,0,08/08/2013,19/04/2015,20/04/2016,0,0.0,0.0,0,89.72,0.024523161,0,0,0,Thursday,DEL
26465,0,16/05/2015,01/07/2015,01/07/2015,0,0.0,0.0,0,55.43,0.0,0,0,0,Wednesday,BOM
26466,1,07/10/2014,07/10/2014,07/10/2014,44,6.818181818,0.0,0,50.0,0.0,0,0,0,Friday,DEL
26467,0,05/04/2014,15/05/2014,15/05/2014,0,0.0,0.0,0,26.88,0.0,0,0,0,Friday,DEL
26468,1,29/08/2016,25/07/2016,25/07/2016,45,0.0,0.0,0,37.99,0.0,0,0,0,Thursday,MAA
26469,1,29/08/2016,21/07/2016,24/08/2016,37,5.405405405,0.0,0,40.55,0.117647059,0,0,0,Sunday,DEL
26470,0,15/01/2015,04/03/2015,20/12/2015,0,0.0,0.0,0,64.45,0.120274914,0,0,0,Friday,DEL
26471,1,14/06/2015,15/06/2015,15/06/2015,44,2.272727273,0.0,0,52.24,0.0,0,0,0,Tuesday,DEL
26472,0,19/06/2015,22/06/2015,20/08/2016,0,0.0,0.0,0,74.43,0.007058824,0,0,0,Wednesday,BOM
26473,1,18/05/2017,20/08/2017,20/08/2017,40,0.0,0.0,0,30.73,0.0,0,0,0,Tuesday,BOM
26474,1,04/11/2014,20/11/2014,20/11/2014,41,31.70731707,0.0,0,27.18,0.0,1,0,0,Friday,BOM
26475,1,05/06/2016,07/06/2016,29/10/2016,39,51.28205128,0.10256410259999998,1,103.15,0.027777778,0,0,0,Monday,BOM
26476,1,19/06/2016,19/06/2016,21/08/2016,47,10.63829787,0.04255319149,0,127.73,0.126984127,0,0,0,Tuesday,BOM
26477,0,30/07/2013,30/07/2013,30/07/2013,0,0.0,0.0,0,12.94,0.0,0,0,0,Friday,DEL
26478,0,23/03/2015,24/03/2015,30/06/2015,0,0.0,0.0,0,83.87,0.030612245,0,0,0,Thursday,DEL
26479,1,02/10/2013,16/04/2015,11/06/2015,18,0.0,0.0,0,157.86,0.214285714,0,0,0,Friday,DEL
26480,1,23/03/2015,04/08/2015,22/09/2015,45,0.0,0.0,0,48.49,0.06122449,0,0,0,Wednesday,BOM
26481,1,02/12/2016,18/12/2017,18/12/2017,47,14.89361702,0.06382978723,0,56.58,0.0,0,0,0,Friday,MAA
26482,0,09/07/2014,18/09/2016,16/10/2016,0,0.0,0.0,0,65.56,0.071428571,0,0,0,Thursday,BOM
26483,1,06/01/2015,06/01/2015,06/01/2015,43,0.0,0.0,0,102.57,0.0,0,0,0,Thursday,DEL
26484,1,26/04/2016,02/05/2016,09/05/2016,44,11.36363636,0.02272727273,0,28.27,0.285714286,0,0,0,Wednesday,BOM
26485,1,09/07/2016,09/07/2016,14/08/2016,41,51.2195122,0.0,0,26.04,0.083333333,0,0,0,Friday,BOM
26486,1,06/11/2015,06/11/2015,02/01/2016,45,15.55555556,0.06666666667,0,49.22,0.035087719,0,0,0,Wednesday,DEL
26487,0,14/02/2014,14/02/2014,24/02/2015,0,0.0,0.0,0,77.0,0.029333333,0,0,0,Friday,DEL
26488,1,07/05/2016,07/05/2016,07/05/2016,44,20.45454545,0.0,0,43.81,0.0,0,0,0,Monday,BOM
26489,0,15/12/2014,29/11/2015,29/11/2015,0,0.0,0.0,0,61.93,0.0,0,0,0,Thursday,DEL
26490,1,24/08/2015,30/09/2015,24/11/2015,40,32.5,0.1,1,151.62,0.054545455,1,0,0,Thursday,BOM
26491,1,25/02/2016,02/03/2016,13/04/2016,43,11.62790698,0.04651162791,0,72.08,0.047619048,0,0,0,Thursday,BOM
26492,0,30/08/2016,05/09/2016,05/09/2016,0,0.0,0.0,0,47.25,0.0,0,0,0,Thursday,MAA
26493,1,29/08/2016,21/07/2016,05/09/2016,36,0.0,0.0,0,54.48,0.043478261,0,0,0,Sunday,MAA
26494,1,07/06/2016,08/06/2016,29/10/2016,43,18.60465116,0.06976744186,0,75.67,0.020979021,0,0,0,Monday,BOM
26495,1,30/08/2015,21/10/2017,21/10/2017,37,8.108108108,0.027027027029999998,0,54.35,0.0,0,0,0,Monday,BOM
26496,1,28/03/2016,09/11/2017,30/12/2017,40,60.0,0.125,1,78.34,0.039215686,0,1,0,Thursday,BOM
26497,1,16/07/2014,08/09/2014,24/07/2016,41,29.26829268,0.0243902439,0,119.64,0.037956204,1,0,0,Tuesday,DEL
26498,1,21/05/2017,02/01/2018,02/01/2018,56,12.5,0.017857142859999998,0,78.72,0.0,1,0,0,Thursday,BOM
26499,1,20/03/2016,20/03/2016,18/05/2016,40,42.5,0.0,0,53.12,0.050847458,0,0,0,Wednesday,BOM
26500,1,24/07/2015,08/09/2016,06/01/2018,49,8.163265306,0.0,0,44.64,0.004123711,0,0,0,Friday,BOM
26501,0,23/11/2014,13/12/2014,13/12/2014,0,0.0,0.0,0,177.26,0.0,0,0,0,Monday,BOM
26502,1,14/05/2015,16/05/2015,16/05/2015,44,6.818181818,0.04545454545,0,52.31,0.0,0,0,0,Friday,BOM
26503,0,19/09/2014,25/10/2014,19/06/2016,0,0.0,0.0,0,95.03,0.069651741,1,0,0,Monday,DEL
26504,0,14/05/2015,05/06/2015,05/06/2015,0,0.0,0.0,0,50.87,0.0,0,0,0,Tuesday,BOM
26505,1,15/04/2014,22/02/2016,09/03/2016,39,38.46153846,0.025641025640000002,0,47.02,0.1875,0,0,0,Wednesday,DEL
26506,1,24/09/2016,24/09/2016,24/09/2016,36,0.0,0.0,0,51.2,0.0,0,0,0,Sunday,MAA
26507,1,30/01/2016,30/01/2016,13/04/2016,19,0.0,0.0,0,52.5,0.067567568,0,0,0,Friday,DEL
26508,1,04/05/2016,04/05/2016,04/05/2016,44,11.36363636,0.02272727273,0,85.27,0.0,0,0,0,Thursday,DEL
26509,0,09/12/2014,21/01/2015,25/07/2015,0,0.0,0.0,0,63.34,0.016216216,0,0,0,Monday,BOM
26510,0,06/09/2014,01/02/2015,03/05/2015,0,0.0,0.0,0,27.54,0.153846154,0,0,0,Monday,DEL
26511,1,29/08/2016,15/08/2016,15/08/2016,45,0.0,0.0,0,76.96,0.0,0,0,0,Thursday,MAA
26512,1,11/07/2013,24/11/2013,19/02/2014,47,6.382978723,0.0,0,39.02,0.137931034,0,0,0,Friday,DEL
26513,1,06/07/2017,02/08/2017,22/11/2017,46,43.47826087,0.0,0,35.64,0.035714286,1,0,0,Friday,BOM
26514,1,14/05/2015,16/05/2015,09/12/2015,16,0.0,0.0,0,41.97,0.009661836,0,0,0,Monday,BOM
26515,1,29/08/2016,10/08/2016,17/01/2018,32,6.25,0.03125,0,36.0,0.003809524,0,0,0,Sunday,MAA
26516,0,02/06/2015,02/06/2015,02/06/2015,0,0.0,0.0,0,50.73,0.0,0,0,0,Monday,BOM
26517,0,18/03/2016,19/03/2016,29/03/2016,0,0.0,0.0,0,28.58,0.2,0,0,0,Thursday,BOM
26518,1,29/08/2016,10/08/2016,24/08/2016,36,0.0,0.0,0,42.92,0.214285714,0,0,0,Sunday,BLR
26519,1,28/10/2014,28/10/2014,28/10/2014,16,0.0,0.0,0,60.07,0.0,0,0,0,Thursday,DEL
26520,0,15/06/2015,16/06/2015,16/06/2015,0,0.0,0.0,0,25.0,0.0,0,0,0,Friday,DEL
26521,1,23/05/2015,23/05/2015,16/11/2015,43,16.27906977,0.02325581395,0,62.77,0.016949153,0,0,0,Tuesday,DEL
26522,0,07/01/2013,07/01/2013,08/05/2013,4,25.0,0.0,0,17.95,0.024793388,0,0,0,Friday,DEL
26523,0,21/11/2014,20/02/2015,20/02/2015,0,0.0,0.0,0,30.33,0.0,0,0,0,Thursday,BOM
26524,1,03/09/2014,02/05/2016,02/05/2016,31,54.83870968,0.0,0,46.12,0.0,0,0,0,Friday,BOM
26525,0,03/09/2014,16/03/2015,16/03/2015,0,0.0,0.0,0,63.5,0.0,0,0,0,Wednesday,DEL
26526,0,26/05/2016,07/06/2016,14/08/2017,5,40.0,0.2,1,45.34,0.013856813,0,0,0,Wednesday,DEL
26527,0,30/05/2014,11/06/2014,18/06/2014,0,0.0,0.0,0,24.03,0.428571429,0,0,0,Friday,DEL
26528,0,29/07/2014,14/09/2014,14/09/2014,0,0.0,0.0,0,100.79,0.0,0,0,0,Monday,DEL
26529,1,24/08/2014,16/09/2014,11/11/2014,45,0.0,0.0,0,18.62,0.053571429,0,0,0,Thursday,DEL
26530,0,08/06/2014,18/10/2014,10/11/2014,12,16.66666667,0.08333333333000001,1,135.71,0.304347826,0,0,0,Monday,DEL
26531,1,18/10/2015,18/10/2015,26/10/2015,44,6.818181818,0.0,0,51.11,0.25,0,0,0,Tuesday,DEL
26532,0,18/06/2015,04/11/2015,31/03/2016,0,0.0,0.0,0,58.63,0.040540541,0,0,0,Friday,BOM
26533,1,15/05/2015,29/05/2015,11/07/2015,42,14.28571429,0.0,0,34.86,0.046511628,0,0,0,Tuesday,BOM
26534,0,15/11/2015,15/11/2015,15/11/2015,4,75.0,0.25,1,51.91,0.0,0,0,0,Monday,BOM
26535,1,29/08/2016,15/08/2016,15/08/2016,45,0.0,0.0,0,40.0,0.0,0,0,0,Thursday,MAA
26536,0,29/08/2016,25/07/2016,25/07/2016,0,0.0,0.0,0,66.7,0.0,0,0,0,Thursday,MAA
26537,1,14/10/2014,06/09/2015,21/08/2016,46,4.347826087,0.021739130430000003,0,95.78,0.102857143,1,0,0,Tuesday,DEL
26538,0,19/07/2014,07/08/2014,07/08/2014,0,0.0,0.0,0,62.66,0.0,0,0,0,Friday,DEL
26539,1,11/10/2015,11/10/2015,12/03/2016,37,40.54054054,0.0,0,223.12,0.013071895,0,0,0,Tuesday,BOM
26540,0,08/01/2015,08/01/2015,08/01/2015,0,0.0,0.0,0,60.49,0.0,0,0,0,Friday,DEL
26541,0,18/06/2016,18/06/2016,18/06/2016,0,0.0,0.0,0,84.92,0.0,0,0,0,Monday,BOM
26542,0,18/04/2017,28/08/2017,28/08/2017,0,0.0,0.0,0,115.0,0.0,0,0,0,Wednesday,BOM
26543,1,23/04/2016,07/05/2016,02/11/2016,43,27.90697674,0.04651162791,0,318.71,0.011173184,0,0,0,Wednesday,DEL
26544,1,17/01/2016,19/01/2016,07/11/2017,50,2.0,0.02,0,45.79,0.010638298,0,0,0,Monday,BOM
26545,1,02/07/2016,03/07/2016,03/07/2016,45,8.888888889,0.0,0,56.18,0.0,0,0,0,Tuesday,BOM
26546,0,31/10/2015,31/10/2015,31/10/2015,0,0.0,0.0,0,51.73,0.0,0,0,0,Monday,BOM
26547,0,29/08/2016,23/07/2017,23/07/2017,0,0.0,0.0,0,49.01,0.0,0,0,0,Tuesday,DEL
26548,1,23/05/2015,08/11/2015,08/11/2015,16,0.0,0.0,0,51.62,0.0,0,0,0,Wednesday,BOM
26549,1,18/11/2015,18/11/2015,18/11/2015,17,0.0,0.0,0,50.67,0.0,0,0,0,Wednesday,BOM
26550,1,14/05/2015,23/05/2015,23/05/2015,42,14.28571429,0.04761904762,0,51.23,0.0,0,0,0,Monday,BOM
26551,1,03/06/2017,17/07/2017,17/07/2017,32,65.625,0.125,1,89.75,0.0,1,0,0,Monday,BOM
26552,1,02/09/2016,11/10/2016,11/10/2016,39,35.8974359,0.051282051280000004,0,58.73,0.0,0,0,0,Thursday,BOM
26553,1,21/04/2015,21/04/2015,21/04/2015,41,19.51219512,0.0487804878,0,39.7,0.0,0,0,0,Thursday,BOM
